question_ID,compound.name_1,SMILES_1,compound.name_2,SMILES_2,OPTIONS,question_category,prompt.1,prompt.2,answer,other_info
11,Isoamyl alcohol,CC(C)CCO,,,Μουσκ όπως; Φρουτώδης; Όζον; Πράσινο; ,primary_odor_descriptor,Ποιος είναι ο κύριος περιγραφέας της οσμής του μορίου; [CC(C)CCO]? Επιλέξτε μόνο ένα από τα [Μουσκ όπως; Φρουτώδης; Όζον; Πράσινο; ]. Μην γράφετε σχόλια.,Ποιος είναι ο κύριος περιγραφέας της οσμής του μορίου; [Isoamyl alcohol]? Επιλέξτε μόνο ένα από τα [Μουσκ όπως; Φρουτώδης; Όζον; Πράσινο; ]. Μην γράφετε σχόλια.,Φρουτώδης,Descriptor 2=Apple;Descriptor 3=Pear
12,"Undecenoic acid, 3-methylbutyl ester",CCCC/C=C/CCCCC(=O)OCCC(C)C,,,Όξινο; Φυτικά; Λουλουδάτο; Αλδεϋδικό; ,primary_odor_descriptor,Ποιος είναι ο κύριος περιγραφέας της οσμής του μορίου; [CCCC/C=C/CCCCC(=O)OCCC(C)C]? Επιλέξτε μόνο ένα από τα [Όξινο; Φυτικά; Λουλουδάτο; Αλδεϋδικό; ]. Μην γράφετε σχόλια.,"Ποιος είναι ο κύριος περιγραφέας της οσμής του μορίου; [Undecenoic acid, 3-methylbutyl ester]? Επιλέξτε μόνο ένα από τα [Όξινο; Φυτικά; Λουλουδάτο; Αλδεϋδικό; ]. Μην γράφετε σχόλια.",Λουλουδάτο,Descriptor 2=Rose;Descriptor 3=Oily
13,o-Propylphenol,CCCC1=CC=CC=C1O,,,Βαλσάμικο; Καπνιστός; Φυτικά; Όζον; ,primary_odor_descriptor,Ποιος είναι ο κύριος περιγραφέας της οσμής του μορίου; [CCCC1=CC=CC=C1O]? Επιλέξτε μόνο ένα από τα [Βαλσάμικο; Καπνιστός; Φυτικά; Όζον; ]. Μην γράφετε σχόλια.,Ποιος είναι ο κύριος περιγραφέας της οσμής του μορίου; [o-Propylphenol]? Επιλέξτε μόνο ένα από τα [Βαλσάμικο; Καπνιστός; Φυτικά; Όζον; ]. Μην γράφετε σχόλια.,Καπνιστός,Descriptor 2=Medicinal;Descriptor 3=Burnt
14,3-Methyl-2-pentylcyclopentan-1-one,CCCCCC1C(CCC1=O)C,,,Εσπεριδοειδή; Καπνιστός; Ανισικό; Λουλουδάτο; ,primary_odor_descriptor,Ποιος είναι ο κύριος περιγραφέας της οσμής του μορίου; [CCCCCC1C(CCC1=O)C]? Επιλέξτε μόνο ένα από τα [Εσπεριδοειδή; Καπνιστός; Ανισικό; Λουλουδάτο; ]. Μην γράφετε σχόλια.,Ποιος είναι ο κύριος περιγραφέας της οσμής του μορίου; [3-Methyl-2-pentylcyclopentan-1-one]? Επιλέξτε μόνο ένα από τα [Εσπεριδοειδή; Καπνιστός; Ανισικό; Λουλουδάτο; ]. Μην γράφετε σχόλια.,Λουλουδάτο,Descriptor 2=Fruity;Descriptor 3=Jasmin
15,3-Methyl-5-phenylpentanenitrile,CC(CCC1=CC=CC=C1)CC#N,,,Εσπεριδοειδή; Αλδεϋδικό; Γήινος; Καπνιστός; ,primary_odor_descriptor,Ποιος είναι ο κύριος περιγραφέας της οσμής του μορίου; [CC(CCC1=CC=CC=C1)CC#N]? Επιλέξτε μόνο ένα από τα [Εσπεριδοειδή; Αλδεϋδικό; Γήινος; Καπνιστός; ]. Μην γράφετε σχόλια.,Ποιος είναι ο κύριος περιγραφέας της οσμής του μορίου; [3-Methyl-5-phenylpentanenitrile]? Επιλέξτε μόνο ένα από τα [Εσπεριδοειδή; Αλδεϋδικό; Γήινος; Καπνιστός; ]. Μην γράφετε σχόλια.,Εσπεριδοειδή,Descriptor 2=Floral;Descriptor 3=Waxy
16,2-Methylpyrazine,CC1=NC=CN=C1,,,Φρουτώδης; Μέλι; Αρωματικό; Τρόφιμα όπως; ,primary_odor_descriptor,Ποιος είναι ο κύριος περιγραφέας της οσμής του μορίου; [CC1=NC=CN=C1]? Επιλέξτε μόνο ένα από τα [Φρουτώδης; Μέλι; Αρωματικό; Τρόφιμα όπως; ]. Μην γράφετε σχόλια.,Ποιος είναι ο κύριος περιγραφέας της οσμής του μορίου; [2-Methylpyrazine]? Επιλέξτε μόνο ένα από τα [Φρουτώδης; Μέλι; Αρωματικό; Τρόφιμα όπως; ]. Μην γράφετε σχόλια.,Τρόφιμα όπως,Descriptor 2=Nutty;Descriptor 3=Earthy
17,Valeraldehyde,CCCCC=O,,,Μουσκ όπως; Ναυτικός; Ζώο όπως; Γκουρμέ; ,primary_odor_descriptor,Ποιος είναι ο κύριος περιγραφέας της οσμής του μορίου; [CCCCC=O]? Επιλέξτε μόνο ένα από τα [Μουσκ όπως; Ναυτικός; Ζώο όπως; Γκουρμέ; ]. Μην γράφετε σχόλια.,Ποιος είναι ο κύριος περιγραφέας της οσμής του μορίου; [Valeraldehyde]? Επιλέξτε μόνο ένα από τα [Μουσκ όπως; Ναυτικός; Ζώο όπως; Γκουρμέ; ]. Μην γράφετε σχόλια.,Γκουρμέ,Descriptor 2=Fruity;Descriptor 3=cocoa
18,"2-Propen-1-ol, 2-methyl-3-(4-methylphenyl)-, (2E)-",CC1=CC=C(C=C1)/C=C(\C)/CO,,,Ζώο όπως; Λουλουδάτο; Εσπεριδοειδή; Γκουρμέ; ,primary_odor_descriptor,Ποιος είναι ο κύριος περιγραφέας της οσμής του μορίου; [CC1=CC=C(C=C1)/C=C(\C)/CO]? Επιλέξτε μόνο ένα από τα [Ζώο όπως; Λουλουδάτο; Εσπεριδοειδή; Γκουρμέ; ]. Μην γράφετε σχόλια.,"Ποιος είναι ο κύριος περιγραφέας της οσμής του μορίου; [2-Propen-1-ol, 2-methyl-3-(4-methylphenyl)-, (2E)-]? Επιλέξτε μόνο ένα από τα [Ζώο όπως; Λουλουδάτο; Εσπεριδοειδή; Γκουρμέ; ]. Μην γράφετε σχόλια.",Λουλουδάτο,Descriptor 2=Anisic;Descriptor 3=Linden
19,Citronellyl nitrile,CC(CCC=C(C)C)CC#N,,,Θειώδης; Εσπεριδοειδή; Μέλι; Βαλσάμικο; ,primary_odor_descriptor,Ποιος είναι ο κύριος περιγραφέας της οσμής του μορίου; [CC(CCC=C(C)C)CC#N]? Επιλέξτε μόνο ένα από τα [Θειώδης; Εσπεριδοειδή; Μέλι; Βαλσάμικο; ]. Μην γράφετε σχόλια.,Ποιος είναι ο κύριος περιγραφέας της οσμής του μορίου; [Citronellyl nitrile]? Επιλέξτε μόνο ένα από τα [Θειώδης; Εσπεριδοειδή; Μέλι; Βαλσάμικο; ]. Μην γράφετε σχόλια.,Εσπεριδοειδή,Descriptor 2=Rose;Descriptor 3=Green
20,Rhodinol,C[C@@H](CCCC(=C)C)CCO,,,Λουλουδάτο; Μέλι; Αλδεϋδικό; Πικάντικο; ,primary_odor_descriptor,Ποιος είναι ο κύριος περιγραφέας της οσμής του μορίου; [C[C@@H](CCCC(=C)C)CCO]? Επιλέξτε μόνο ένα από τα [Λουλουδάτο; Μέλι; Αλδεϋδικό; Πικάντικο; ]. Μην γράφετε σχόλια.,Ποιος είναι ο κύριος περιγραφέας της οσμής του μορίου; [Rhodinol]? Επιλέξτε μόνο ένα από τα [Λουλουδάτο; Μέλι; Αλδεϋδικό; Πικάντικο; ]. Μην γράφετε σχόλια.,Λουλουδάτο,Descriptor 2=Rose;Descriptor 3=Geranium
21,4-Methylpentanoic acid,CC(C)CCC(=O)O,,,Όξινο; Ναυτικός; Πράσινο; Μέλι; ,primary_odor_descriptor,Ποιος είναι ο κύριος περιγραφέας της οσμής του μορίου; [CC(C)CCC(=O)O]? Επιλέξτε μόνο ένα από τα [Όξινο; Ναυτικός; Πράσινο; Μέλι; ]. Μην γράφετε σχόλια.,Ποιος είναι ο κύριος περιγραφέας της οσμής του μορίου; [4-Methylpentanoic acid]? Επιλέξτε μόνο ένα από τα [Όξινο; Ναυτικός; Πράσινο; Μέλι; ]. Μην γράφετε σχόλια.,Όξινο,Descriptor 2=Gourmand;Descriptor 3=Pungent
22,Phenethyl salicylate,C1=CC=C(C=C1)CCOC(=O)C2=CC=CC=C2O,,,Λουλουδάτο; Φυτικά; Τρόφιμα όπως; Φρουτώδης; ,primary_odor_descriptor,Ποιος είναι ο κύριος περιγραφέας της οσμής του μορίου; [C1=CC=C(C=C1)CCOC(=O)C2=CC=CC=C2O]? Επιλέξτε μόνο ένα από τα [Λουλουδάτο; Φυτικά; Τρόφιμα όπως; Φρουτώδης; ]. Μην γράφετε σχόλια.,Ποιος είναι ο κύριος περιγραφέας της οσμής του μορίου; [Phenethyl salicylate]? Επιλέξτε μόνο ένα από τα [Λουλουδάτο; Φυτικά; Τρόφιμα όπως; Φρουτώδης; ]. Μην γράφετε σχόλια.,Λουλουδάτο,Descriptor 2=Powdery;Descriptor 3=Rose
23,Isobutyl cinnamate,CC(C)COC(=O)/C=C/C1=CC=CC=C1,,,Μέντα; Φρουτώδης; Θειώδης; Γκουρμέ; ,primary_odor_descriptor,Ποιος είναι ο κύριος περιγραφέας της οσμής του μορίου; [CC(C)COC(=O)/C=C/C1=CC=CC=C1]? Επιλέξτε μόνο ένα από τα [Μέντα; Φρουτώδης; Θειώδης; Γκουρμέ; ]. Μην γράφετε σχόλια.,Ποιος είναι ο κύριος περιγραφέας της οσμής του μορίου; [Isobutyl cinnamate]? Επιλέξτε μόνο ένα από τα [Μέντα; Φρουτώδης; Θειώδης; Γκουρμέ; ]. Μην γράφετε σχόλια.,Φρουτώδης,Descriptor 2=Sweet;Descriptor 3=Balsamic
24,"2,5,7-Octatrien-1-ol, 2,6-dimethyl-, 1-acetate",C/C(=C\C/C=C(/C)\C=C)/COC(=O)C,,,Όζον; Φυτικά; Φρουτώδης; Όξινο; ,primary_odor_descriptor,Ποιος είναι ο κύριος περιγραφέας της οσμής του μορίου; [C/C(=C\C/C=C(/C)\C=C)/COC(=O)C]? Επιλέξτε μόνο ένα από τα [Όζον; Φυτικά; Φρουτώδης; Όξινο; ]. Μην γράφετε σχόλια.,"Ποιος είναι ο κύριος περιγραφέας της οσμής του μορίου; [2,5,7-Octatrien-1-ol, 2,6-dimethyl-, 1-acetate]? Επιλέξτε μόνο ένα από τα [Όζον; Φυτικά; Φρουτώδης; Όξινο; ]. Μην γράφετε σχόλια.",Φρουτώδης,Descriptor 2=Fresh;Descriptor 3=Sweet
25,Cinnamyl butyrate,CCCC(=O)OC/C=C/C1=CC=CC=C1,,,Φρουτώδης; Γήινος; Γούντι; Αλδεϋδικό; ,primary_odor_descriptor,Ποιος είναι ο κύριος περιγραφέας της οσμής του μορίου; [CCCC(=O)OC/C=C/C1=CC=CC=C1]? Επιλέξτε μόνο ένα από τα [Φρουτώδης; Γήινος; Γούντι; Αλδεϋδικό; ]. Μην γράφετε σχόλια.,Ποιος είναι ο κύριος περιγραφέας της οσμής του μορίου; [Cinnamyl butyrate]? Επιλέξτε μόνο ένα από τα [Φρουτώδης; Γήινος; Γούντι; Αλδεϋδικό; ]. Μην γράφετε σχόλια.,Φρουτώδης,Descriptor 2=Balsamic;Descriptor 3=Floral
26,3-Octen-2-one,CCCC/C=C/C(=O)C,,,Κεχριμπάρι; Γκουρμέ; Γήινος; Ναυτικός; ,primary_odor_descriptor,Ποιος είναι ο κύριος περιγραφέας της οσμής του μορίου; [CCCC/C=C/C(=O)C]? Επιλέξτε μόνο ένα από τα [Κεχριμπάρι; Γκουρμέ; Γήινος; Ναυτικός; ]. Μην γράφετε σχόλια.,Ποιος είναι ο κύριος περιγραφέας της οσμής του μορίου; [3-Octen-2-one]? Επιλέξτε μόνο ένα από τα [Κεχριμπάρι; Γκουρμέ; Γήινος; Ναυτικός; ]. Μην γράφετε σχόλια.,Γήινος,Descriptor 2=Mushroom;Descriptor 3=Sweet
27,"3,6-Nonadien-1-ol",CCC=CCC=CCCO,,,Τρόφιμα όπως; Μουσκ όπως; Καμφορώδης; Πράσινο; ,primary_odor_descriptor,Ποιος είναι ο κύριος περιγραφέας της οσμής του μορίου; [CCC=CCC=CCCO]? Επιλέξτε μόνο ένα από τα [Τρόφιμα όπως; Μουσκ όπως; Καμφορώδης; Πράσινο; ]. Μην γράφετε σχόλια.,"Ποιος είναι ο κύριος περιγραφέας της οσμής του μορίου; [3,6-Nonadien-1-ol]? Επιλέξτε μόνο ένα από τα [Τρόφιμα όπως; Μουσκ όπως; Καμφορώδης; Πράσινο; ]. Μην γράφετε σχόλια.",Πράσινο,Descriptor 2=Fresh;Descriptor 3=Violet
28,Methyl octanoate,CCCCCCCC(=O)OC,,,Τρόφιμα όπως; Μουσκ όπως; Φρουτώδης; Αλδεϋδικό; ,primary_odor_descriptor,Ποιος είναι ο κύριος περιγραφέας της οσμής του μορίου; [CCCCCCCC(=O)OC]? Επιλέξτε μόνο ένα από τα [Τρόφιμα όπως; Μουσκ όπως; Φρουτώδης; Αλδεϋδικό; ]. Μην γράφετε σχόλια.,Ποιος είναι ο κύριος περιγραφέας της οσμής του μορίου; [Methyl octanoate]? Επιλέξτε μόνο ένα από τα [Τρόφιμα όπως; Μουσκ όπως; Φρουτώδης; Αλδεϋδικό; ]. Μην γράφετε σχόλια.,Φρουτώδης,Descriptor 2=Orange;Descriptor 3=Waxy
29,"1,5-Cyclododecadiene, 9-methoxy-1,6,10-trimethyl-",CC1CC/C(=C/CC/C=C(/CCC1OC)\C)/C,,,Καπνός όπως; Γήινος; Γούντι; Μέλι; ,primary_odor_descriptor,Ποιος είναι ο κύριος περιγραφέας της οσμής του μορίου; [CC1CC/C(=C/CC/C=C(/CCC1OC)\C)/C]? Επιλέξτε μόνο ένα από τα [Καπνός όπως; Γήινος; Γούντι; Μέλι; ]. Μην γράφετε σχόλια.,"Ποιος είναι ο κύριος περιγραφέας της οσμής του μορίου; [1,5-Cyclododecadiene, 9-methoxy-1,6,10-trimethyl-]? Επιλέξτε μόνο ένα από τα [Καπνός όπως; Γήινος; Γούντι; Μέλι; ]. Μην γράφετε σχόλια.",Γούντι,Descriptor 2=Amber;Descriptor 3=Leathery
30,Estragole,COC1=CC=C(C=C1)CC=C,,,Μουσκ όπως; Φυτικά; Ναυτικός; Μέντα; ,primary_odor_descriptor,Ποιος είναι ο κύριος περιγραφέας της οσμής του μορίου; [COC1=CC=C(C=C1)CC=C]? Επιλέξτε μόνο ένα από τα [Μουσκ όπως; Φυτικά; Ναυτικός; Μέντα; ]. Μην γράφετε σχόλια.,Ποιος είναι ο κύριος περιγραφέας της οσμής του μορίου; [Estragole]? Επιλέξτε μόνο ένα από τα [Μουσκ όπως; Φυτικά; Ναυτικός; Μέντα; ]. Μην γράφετε σχόλια.,Φυτικά,Descriptor 2=Anisic;Descriptor 3=Tarragon
31,2-Methylbutyl 2-methylbutyrate,CCC(C)COC(=O)C(C)CC,,,Φρουτώδης; Καπνός όπως; Όξινο; Λουλουδάτο; ,primary_odor_descriptor,Ποιος είναι ο κύριος περιγραφέας της οσμής του μορίου; [CCC(C)COC(=O)C(C)CC]? Επιλέξτε μόνο ένα από τα [Φρουτώδης; Καπνός όπως; Όξινο; Λουλουδάτο; ]. Μην γράφετε σχόλια.,Ποιος είναι ο κύριος περιγραφέας της οσμής του μορίου; [2-Methylbutyl 2-methylbutyrate]? Επιλέξτε μόνο ένα από τα [Φρουτώδης; Καπνός όπως; Όξινο; Λουλουδάτο; ]. Μην γράφετε σχόλια.,Φρουτώδης,Descriptor 2=Pear;Descriptor 3=Apple
32,cis-3-Hexenyl methyl carbonate,CC/C=C\CCOC(=O)OC,,,Πράσινο; Γούντι; Φρουτώδης; Καπνιστός; ,primary_odor_descriptor,Ποιος είναι ο κύριος περιγραφέας της οσμής του μορίου; [CC/C=C\CCOC(=O)OC]? Επιλέξτε μόνο ένα από τα [Πράσινο; Γούντι; Φρουτώδης; Καπνιστός; ]. Μην γράφετε σχόλια.,Ποιος είναι ο κύριος περιγραφέας της οσμής του μορίου; [cis-3-Hexenyl methyl carbonate]? Επιλέξτε μόνο ένα από τα [Πράσινο; Γούντι; Φρουτώδης; Καπνιστός; ]. Μην γράφετε σχόλια.,Πράσινο,Descriptor 2=Fresh;Descriptor 3=Floral
33,(1R)-Nopol,CC1([C@H]2CC=C([C@@H]1C2)CCO)C,,,Καπνός όπως; Ζώο όπως; Φυτικά; Μουσκ όπως; ,primary_odor_descriptor,Ποιος είναι ο κύριος περιγραφέας της οσμής του μορίου; [CC1([C@H]2CC=C([C@@H]1C2)CCO)C]? Επιλέξτε μόνο ένα από τα [Καπνός όπως; Ζώο όπως; Φυτικά; Μουσκ όπως; ]. Μην γράφετε σχόλια.,Ποιος είναι ο κύριος περιγραφέας της οσμής του μορίου; [(1R)-Nopol]? Επιλέξτε μόνο ένα από τα [Καπνός όπως; Ζώο όπως; Φυτικά; Μουσκ όπως; ]. Μην γράφετε σχόλια.,Φυτικά,Descriptor 2=Pine;Descriptor 3=Camphoraceous
34,"4,6-Dimethylcyclohex-3-ene-1-carbaldehyde",CC1CC(=CCC1C=O)C,,,Λουλουδάτο; Κεχριμπάρι; Πράσινο; Καπνιστός; ,primary_odor_descriptor,Ποιος είναι ο κύριος περιγραφέας της οσμής του μορίου; [CC1CC(=CCC1C=O)C]? Επιλέξτε μόνο ένα από τα [Λουλουδάτο; Κεχριμπάρι; Πράσινο; Καπνιστός; ]. Μην γράφετε σχόλια.,"Ποιος είναι ο κύριος περιγραφέας της οσμής του μορίου; [4,6-Dimethylcyclohex-3-ene-1-carbaldehyde]? Επιλέξτε μόνο ένα από τα [Λουλουδάτο; Κεχριμπάρι; Πράσινο; Καπνιστός; ]. Μην γράφετε σχόλια.",Πράσινο,Descriptor 2=Grassy;Descriptor 3=Citrus
35,"1-(3,5,6-Trimethyl-3-cyclohexen-1-yl)ethan-1-one",CC1C=C(CC(C1C)C(=O)C)C,,,Πράσινο; Εσπεριδοειδή; Καπνιστός; Φυτικά; ,primary_odor_descriptor,Ποιος είναι ο κύριος περιγραφέας της οσμής του μορίου; [CC1C=C(CC(C1C)C(=O)C)C]? Επιλέξτε μόνο ένα από τα [Πράσινο; Εσπεριδοειδή; Καπνιστός; Φυτικά; ]. Μην γράφετε σχόλια.,"Ποιος είναι ο κύριος περιγραφέας της οσμής του μορίου; [1-(3,5,6-Trimethyl-3-cyclohexen-1-yl)ethan-1-one]? Επιλέξτε μόνο ένα από τα [Πράσινο; Εσπεριδοειδή; Καπνιστός; Φυτικά; ]. Μην γράφετε σχόλια.",Πράσινο,Descriptor 2=Floral;Descriptor 3=Earthy
36,"4-(2-Butenylidene)-3,5,5-trimethylcyclohex-2-en-1-one",C/C=C/C=C/1\C(=CC(=O)CC1(C)C)C,,,Μουσκ όπως; Μέλι; Καπνός όπως; Φρουτώδης; ,primary_odor_descriptor,Ποιος είναι ο κύριος περιγραφέας της οσμής του μορίου; [C/C=C/C=C/1\C(=CC(=O)CC1(C)C)C]? Επιλέξτε μόνο ένα από τα [Μουσκ όπως; Μέλι; Καπνός όπως; Φρουτώδης; ]. Μην γράφετε σχόλια.,"Ποιος είναι ο κύριος περιγραφέας της οσμής του μορίου; [4-(2-Butenylidene)-3,5,5-trimethylcyclohex-2-en-1-one]? Επιλέξτε μόνο ένα από τα [Μουσκ όπως; Μέλι; Καπνός όπως; Φρουτώδης; ]. Μην γράφετε σχόλια.",Καπνός όπως,Descriptor 2=Warm;Descriptor 3=Plum
